First Name,Last Name,Email,Phone Number,Company Name,Industry,Lead Source,Lead Status,Lead Score,Created Date,Opportunity Amount,Opportunity Stage,Probability of Close,Age,Gender,Location,Product Interest,Last Interaction Date,Contract Type,Contract Start Date,Contract End Date,Monthly Revenue,Support Tickets Open,Support Tickets Closed,Last Email Sent Date,Last Phone Call Date,Last Meeting Date,Email Thread,Notes,Comments
Justin,Hernandez,susan96@example.org,001-253-509-1491x9995,Valdez-Dominguez,Manufacturing,Referral,Contacted,34,2021-08-10,43279,Qualification,0.26407172072075435,49,Female,Matthewmouth,Product A,2023-03-10,Custom,2022-06-19,2024-01-19,4985,5,4,2023-02-28,2023-08-22,2023-09-21,['Local way them student by. Detail rock society put. Allow idea toward.'],['College partner film official. Sport bed attack a.'],"['Hear Republican can step. Happy beyond well before free. Site lose activity media.', 'Traditional everyone hand ever where thousand. Record wife professional provide which land environment.', 'Treatment let off interest little start. Some simple finish forget experience radio staff. Debate door enjoy human suffer data positive follow.']"
Patricia,Henry,johnwoods@example.org,+1-475-310-1858x27806,Crawford PLC,Finance,Social Media,New,31,2022-08-20,38659,Closed Won,0.6009250170056831,22,Male,Port Joshuatown,Product C,2023-09-02,Service Agreement,2021-04-06,2024-01-03,3327,2,2,2023-06-17,2023-08-28,2023-08-31,"['Meet house reflect others rate conference life where. Receive everyone official great other sell. Dream travel western growth despite and paper.', 'Much mission camera leave someone analysis take. Response quality western son arm.', 'Game skin responsibility energy. Story bag office city.']","['Yard call else item everybody than lead. Serious moment heart. Short hair particularly itself score today name strategy.', 'Chair action south past. Republican in artist tree college computer training. Account side realize nation sister.', 'Build stock way bed black ask. See that second. One similar garden nice skin TV that. Career cell west item interview usually.']","['Option manager set grow wear approach even kind. Whole because case size citizen present. Onto bar fact in become.', 'Wait book price whole page. Own thousand office significant notice my. Woman see approach more room mean.']"
Angela,Smith,keithgina@example.net,001-689-435-1890x452,"Rojas, Jones and Dorsey",Technology,Website,Qualified,14,2023-07-05,17775,Closed Won,0.5822828837598631,18,Female,Port Joshua,Product A,2023-03-06,Service Agreement,2022-12-30,2023-05-10,5095,0,0,2024-01-28,2023-12-01,2024-01-01,"['Official if identify career them. Area food reflect without. Pick medical media follow southern.', 'Light stand interest less pressure live consumer. Difficult story question project fast teacher main. Seven politics beat stand.', 'Star wind check interest whatever picture ready. Investment chair detail price. Tonight war truth tree.']",['Class human base give hair possible couple.'],"['City describe six paper phone.', 'Care culture recognize style. House foreign training indicate prepare decision. Especially me full discussion radio.', 'Herself room thousand reach. Contain again weight instead only. Yard low heart. Born like some price dream red.']"
Jeremy,Blair,meaganmann@example.net,671.303.3181x98523,"Foley, Lucas and Dunn",Finance,Cold Call,Lost,76,2021-07-10,10005,Proposal,0.30752865103227744,27,Female,North Danny,Product B,2023-06-17,Service Agreement,2021-12-25,2023-10-10,8645,8,3,2024-02-16,2023-10-27,2023-03-30,"['Save money executive financial positive away. Our certain shoulder at.', 'Sell radio Democrat red four national give. Team strategy build person fill increase. Arrive five part poor discuss deal.']","['Various everything thought special magazine economic operation. Without imagine reach building teacher.', 'Teacher actually meeting. Street somebody democratic travel commercial political. General instead them similar.']","['Trip anyone education save economic evening. Your throughout fear reflect. General require continue direction small.', 'Other who see. Money necessary question close address.']"
Evan,Scott,zrice@example.com,(356)434-4217x38531,Oliver-Stout,Healthcare,Social Media,Contacted,55,2020-04-06,59286,Proposal,0.1546162779855852,56,Male,Shieldsberg,Product D,2023-12-18,Custom,2021-03-17,2023-12-24,1772,2,2,2024-01-17,2023-07-23,2023-11-13,['Close drop full artist song. Speak win behavior. Control story billion drop model eat.'],"['By collection material sister guy. Soldier subject miss.', 'Role appear concern month.', 'Character focus style police name leader. Tax upon reason yeah blood to agreement probably. Development season travel unit system administration. Range wonder way deep line remember.']","['Action station wear front performance fire own. Reduce hour guy hot at.', 'Its its perform might you. Eight during however southern nature father.']"
Joshua,Turner,kelliryan@example.net,+1-853-510-5315,"Hughes, Robinson and Williams",Technology,Website,Qualified,74,2023-07-22,86815,Qualification,0.6852878369652041,44,Female,Savageburgh,Product B,2023-03-01,One-time Purchase,2022-08-09,2023-12-29,7733,10,7,2023-08-07,2023-05-07,2023-04-30,"['Own course require perform language us dinner. Newspaper get one involve gas human song.', 'Rise parent TV how strong tree drive. Then ball whether history discuss mean real treatment. Matter identify war page someone race suffer whether.', 'Total similar go inside method finish around. Mouth green part here sense.']",['Car wait itself especially cover yourself war. Might look anything approach ok season area western. Exactly body under these work stage who together.'],"['Against expert its interest store. That woman play.', 'Simple parent start indeed interest issue. Able join point direction certainly history build. Loss material cultural off.']"
Patricia,Howe,justin29@example.com,343.358.4838,Mora-Miller,Healthcare,Referral,New,48,2022-01-16,60318,Closed Lost,0.5306045832351401,44,Female,South Jenniferberg,Product A,2023-03-09,One-time Purchase,2021-06-11,2023-08-28,6452,10,10,2023-09-02,2023-07-28,2023-12-30,"['Officer population land because whole free matter. Memory growth treatment state. Old view over experience dog.', 'There room born close program wind care. Inside address service control mind happy art.']",['Protect with dark because pay next sing. Forget reach job reflect general and treat. Dinner as staff message sometimes edge.'],"['Edge need likely themselves class expect.', 'Daughter main media special pretty glass evening. Until detail hard fear service resource cause. We door game plan analysis.']"
Courtney,Quinn,breanna53@example.net,878-289-1245x001,Fowler-Myers,Finance,Referral,Lost,49,2022-09-17,42587,Prospecting,0.6156449988516948,77,Female,Ravenbury,Product A,2023-05-22,One-time Purchase,2022-08-02,2023-11-09,198,3,1,2023-02-27,2023-03-04,2023-09-13,"['Maintain trip real yeah practice time. Tax man husband customer. Policy between society allow discuss. That yourself pretty recent seven number.', 'Nothing partner probably down around daughter. Research with relate. Article all majority after right. Relate here move service five.']","['Born while apply employee state health. Over election PM accept already. Future late send during she all any pick.', 'Human particularly whether second throw. Computer east view.']","['Hotel chance build left. May hotel rate include. Place less dark truth reveal outside. Five president state difficult cut tonight.', 'Person already focus upon. Really artist really voice per thousand better. Through fine style themselves hundred ability. Seek best address involve tough.']"
David,Wu,craigmoran@example.com,(647)659-9873x078,Myers Inc,Healthcare,Website,New,18,2021-05-05,71590,Closed Won,0.2146648470548259,80,Female,Stricklandside,Product C,2023-04-27,One-time Purchase,2021-02-22,2023-12-22,3840,0,0,2023-03-01,2024-01-01,2023-10-07,"['Go order leg history defense southern Republican. Hit international this light.', 'Focus product hot month indeed grow almost skin.']","['Situation soldier capital situation generation early. Voice scientist hope everybody prepare.', 'More may start make. Final imagine stock subject.']",['Listen rock official fast source very him. Serious born soldier official. Hit idea want student.']
Dana,Gonzales,alejandro52@example.com,756.589.6571,"Lopez, Chen and Murphy",Technology,Website,Contacted,61,2021-06-02,77695,Qualification,0.19096855150021463,68,Female,Eatonmouth,Product C,2023-07-08,Custom,2021-07-20,2023-07-25,1916,5,0,2023-04-11,2023-05-04,2023-07-01,"['Simply design position run onto.', 'Past watch market building protect peace rather. Billion policy ability town natural thousand. Political law he nothing answer. Relationship ahead more son fight.']",['Order number man great business enough. They good those good air particular current.'],"['Level family draw late fact bring story. Loss financial care go effect oil strategy. Check plan season walk bad build.', 'Increase year election fall. Area industry clearly much fight stay. International seat six tell spring.']"
Lawrence,Morris,william19@example.org,(773)736-2326x5819,"Crawford, Johnson and Sanchez",Finance,Referral,New,84,2020-07-08,11832,Proposal,0.530924513711052,35,Female,South Dorothy,Product D,2023-08-24,Subscription,2022-06-05,2023-12-30,1664,2,1,2024-01-31,2023-03-31,2023-10-22,['Image team court friend last treat morning. Natural less fall. Final rise goal go time everything.'],"['Area or case win. Push reality employee source.', 'Base age song machine wife. History science heavy design soon page. Girl company site assume grow after.', 'Case term song mouth bill. Community stock better later song. Charge discover vote street. Range throw attention president.']","['Fill college front performance. Point say itself. Throw rock take doctor heart.', 'Reveal movement see top ball. Lay only soon allow guess he spend blue.', 'Less line natural allow out himself. Common measure listen create reach reduce executive.']"
Alexis,Smith,meganoliver@example.com,+1-905-732-2717x447,Bowen-Smith,Manufacturing,Referral,Lost,23,2020-02-14,69053,Needs Analysis,0.8578793400765822,74,Female,Port Kevin,Product A,2024-01-08,Custom,2021-03-17,2024-01-21,289,4,2,2023-10-07,2023-10-09,2023-12-25,"['Thank organization standard brother character bad. None career the work institution.', 'Coach run most gun data into. Fall serve culture nothing thousand.', 'Foreign how consider represent ask product article issue. Market company born discuss east budget.']",['However stage already western show. Size generation program door take fill.'],['Security national wife cell laugh better. Likely agency analysis try husband bring end. Cell lose what build dream especially.']
